,n_com,I,C,M,R,L
15,6.0,15.0,0.05535,0.02716,0.77773,0.40569
16,6.0,16.0,0.05192,0.04775,0.78853,0.20286
17,6.0,17.0,0.05493,0.02756,0.30759,0.02089
18,6.0,18.0,0.10969,0.04116,0.84533,0.06974
19,6.0,19.0,0.18925,0.02222,0.27806,0.02755
20,6.0,20.0,0.11746,0.03359,0.04592,0.17937
21,6.0,21.0,0.14696,0.04966,0.85308,0.06766
22,6.0,22.0,0.10933,0.02484,0.57278,0.01942
23,6.0,23.0,0.17124,0.04336,0.6513,0.15744
24,6.0,24.0,0.0533,0.0428,0.83247,0.05122
25,6.0,25.0,0.12397,0.05063,0.32489,0.03838
26,6.0,26.0,0.15949,0.04244,0.6544,0.01564
27,6.0,27.0,0.18339,0.04298,0.20438,0.37674
28,6.0,28.0,0.1212,0.04599,0.32463,0.00323
29,6.0,29.0,0.14944,0.03954,0.90565,0.00206
30,6.0,30.0,0.15967,0.03444,0.24703,0.05156
1,7.0,1.0,0.03815,0.01255,0.19552,0.16144
2,7.0,2.0,0.04709,0.01211,0.34118,0.17072
3,7.0,3.0,0.03476,0.0151,0.47923,0.04578
4,7.0,4.0,0.05927,0.00877,0.29339,0.14413
5,7.0,5.0,0.11758,0.01953,0.20459,0.15742
6,7.0,6.0,0.00725,0.00078,0.4805,0.01295
7,7.0,7.0,0.03345,0.00303,0.61762,0.07902
8,7.0,8.0,0.0547,0.0293,0.52476,0.00691
9,7.0,9.0,0.08477,0.02445,0.87624,0.08988
10,7.0,10.0,0.05667,0.01081,0.78303,0.2308
11,7.0,11.0,0.05307,0.00983,0.18823,0.1996
12,7.0,12.0,0.023,0.01283,0.32565,0.2005
13,7.0,13.0,0.03534,0.01226,0.32843,0.05188
14,7.0,14.0,0.05379,0.02746,0.08919,0.13145
15,7.0,15.0,0.10079,0.02835,0.65342,0.08054
16,7.0,16.0,0.05903,0.02682,0.79426,0.49674
17,7.0,17.0,0.04393,0.02375,0.06568,0.13014
18,7.0,18.0,0.10552,0.04141,0.59403,0.21524
19,7.0,19.0,0.13043,0.03205,0.51308,0.02584
20,7.0,20.0,0.14986,0.01434,0.31215,0.00906
21,7.0,21.0,0.15084,0.0648,0.07958,0.21186
22,7.0,22.0,0.1677,0.03166,0.17405,0.01735
23,7.0,23.0,0.14231,0.03413,0.26159,0.03377
24,7.0,24.0,0.17886,0.03057,0.11888,0.00842
25,7.0,25.0,0.12465,0.06177,0.69855,0.00464
26,7.0,26.0,0.12068,0.05719,0.40561,0.2061
27,7.0,27.0,0.17533,0.04149,0.2927,0.07026
28,7.0,28.0,0.15208,0.05444,0.90978,0.17175
29,7.0,29.0,0.17682,0.03375,0.14086,0.29308
30,7.0,30.0,0.12672,0.05573,0.6014,0.08262
1,8.0,1.0,0.01795,0.01524,0.50169,0.00847
2,8.0,2.0,0.01283,0.00202,0.86985,0.07576
3,8.0,3.0,0.06534,0.03271,0.89295,0.02821
4,8.0,4.0,0.04587,0.00889,0.46255,0.00507
5,8.0,5.0,0.05101,0.00502,0.95695,0.00327
6,8.0,6.0,0.01025,0.00482,0.40047,0.05095
7,8.0,7.0,0.03563,0.00435,0.92832,0.00526
8,8.0,8.0,0.05272,0.02275,0.52216,0.01301
9,8.0,9.0,0.06786,0.0328,0.99051,0.002
10,8.0,10.0,0.07688,0.04088,0.52238,0.00337
11,8.0,11.0,0.06485,0.04898,0.79098,0.35421
12,8.0,12.0,0.09567,0.01925,0.10805,0.00283
13,8.0,13.0,0.09428,0.01673,0.96481,0.01225
14,8.0,14.0,0.13196,0.02283,0.83077,0.01951
15,8.0,15.0,0.13451,0.02961,0.04365,0.1988
16,8.0,16.0,0.11923,0.01262,0.56899,0.00221
17,8.0,17.0,0.09095,0.03288,0.43645,0.00374
18,8.0,18.0,0.0429,0.02179,0.87286,0.02656
19,8.0,19.0,0.14853,0.01375,0.35912,0.30645
20,8.0,20.0,0.12334,0.02496,0.565,0.00375
21,8.0,21.0,0.07431,0.00136,0.9194,0.01285
22,8.0,22.0,0.11681,0.04663,0.90336,0.13669
23,8.0,23.0,0.11115,0.0289,0.10746,0.48778
24,8.0,24.0,0.14034,0.02057,0.97549,0.01053
25,8.0,25.0,0.1159,0.03304,0.39681,0.00246
26,8.0,26.0,0.14914,0.0498,0.38361,0.01041
27,8.0,27.0,0.10782,0.03616,0.30799,0.00332
28,8.0,28.0,0.17121,0.06293,0.62748,0.02837
29,8.0,29.0,0.19955,0.04429,0.30342,0.00219
30,8.0,30.0,0.11215,0.06062,0.46956,0.06803
1,9.0,1.0,0.02861,0.00958,0.56924,0.1241
2,9.0,2.0,0.06258,0.00993,0.31364,0.0659
3,9.0,3.0,0.02078,0.01564,0.29169,0.03153
4,9.0,4.0,0.04978,0.00554,0.2757,0.01446
5,9.0,5.0,0.07951,0.02819,0.68767,0.19422
6,9.0,6.0,0.03708,0.03272,0.43934,0.18425
7,9.0,7.0,0.01548,0.00898,0.85737,0.00502
8,9.0,8.0,0.06798,0.01535,0.29779,0.0073
9,9.0,9.0,0.0377,0.0003,0.60967,0.04577
10,9.0,10.0,0.04307,0.00512,0.52373,0.17718
11,9.0,11.0,0.04317,0.01823,0.75752,0.00621
12,9.0,12.0,0.10185,0.04782,0.73855,0.02954
13,9.0,13.0,0.04628,0.02953,0.18098,0.28918
14,9.0,14.0,0.08854,0.02364,0.73972,0.31052
15,9.0,15.0,0.11074,0.01946,0.18439,0.28983
16,9.0,16.0,0.07654,0.04621,0.79409,0.01286
17,9.0,17.0,0.16691,0.04931,0.52601,0.00293
18,9.0,18.0,0.1309,0.04455,0.66959,0.09663
19,9.0,19.0,0.0784,0.0442,0.07614,0.3691
20,9.0,20.0,0.13201,0.02254,0.0145,0.16894
21,9.0,21.0,0.10014,0.04698,0.27205,0.01962
22,9.0,22.0,0.18019,0.04715,0.7853,0.0788
23,9.0,23.0,0.11457,0.03537,0.25716,0.12177
24,9.0,24.0,0.19165,0.03843,0.94579,0.36703
25,9.0,25.0,0.18063,0.06159,0.00816,0.00983
26,9.0,26.0,0.15917,0.05522,0.86139,0.10522
27,9.0,27.0,0.17475,0.05189,0.70502,0.46535
28,9.0,28.0,0.12878,0.05023,0.38705,0.00336
29,9.0,29.0,0.12748,0.02914,0.72712,0.06066
30,9.0,30.0,0.17009,0.0321,0.69807,0.00208
1,10.0,1.0,0.02988,0.009,0.27172,0.0897
2,10.0,2.0,0.01071,0.00093,0.61651,0.09018
3,10.0,3.0,0.03506,0.01231,0.57418,0.00513
4,10.0,4.0,0.06937,0.01302,0.49578,0.00465
5,10.0,5.0,0.09922,0.00607,0.39843,0.0056
6,10.0,6.0,0.08062,0.03114,0.05394,0.11844
7,10.0,7.0,0.07257,0.01955,0.93548,0.05531
8,10.0,8.0,0.01317,0.0106,0.54304,0.00241
9,10.0,9.0,0.07305,0.04839,0.42092,0.00985
10,10.0,10.0,0.1087,0.02567,0.25586,0.00222
11,10.0,11.0,0.09148,0.02316,0.37572,0.00236
12,10.0,12.0,0.08968,0.01897,0.24535,0.03436
13,10.0,13.0,0.00414,0.00117,0.85788,0.05415
14,10.0,14.0,0.11341,0.02336,0.38293,0.01797
15,10.0,15.0,0.13634,0.00416,0.81111,0.25667
16,10.0,16.0,0.15788,0.01146,0.96893,0.00259
17,10.0,17.0,0.10152,0.03412,0.70571,0.00806
18,10.0,18.0,0.1529,0.02304,0.45349,0.00223
19,10.0,19.0,0.13258,0.04014,0.44056,0.15756
20,10.0,20.0,0.13286,0.02241,0.13409,0.00904
21,10.0,21.0,0.08021,0.04111,0.7663,0.0823
22,10.0,22.0,0.14674,0.02739,0.95218,0.27575
23,10.0,23.0,0.10607,0.04576,0.2661,0.13082
24,10.0,24.0,0.16395,0.03985,0.29257,0.20509
25,10.0,25.0,0.15584,0.03417,0.02938,0.20175
26,10.0,26.0,0.17832,0.04068,0.44282,0.19988
27,10.0,27.0,0.13672,0.06658,0.18509,0.04562
28,10.0,28.0,0.16252,0.03884,0.99843,0.08659
29,10.0,29.0,0.15256,0.04404,0.60615,0.00413
30,10.0,30.0,0.16552,0.0224,0.8574,0.01885
1,11.0,1.0,0.05186,0.01642,0.75406,0.05208
2,11.0,2.0,0.0539,0.00432,0.58215,0.09764
3,11.0,3.0,0.09053,0.0215,0.51448,0.08855
4,11.0,4.0,0.01407,0.00836,0.32221,0.03321
5,11.0,5.0,0.04,0.00878,0.20884,0.01489
6,11.0,6.0,0.00869,0.00356,0.02759,0.1089
7,11.0,7.0,0.01551,0.01495,0.20642,0.21657
8,11.0,8.0,0.0435,0.01348,0.24876,0.01164
9,11.0,9.0,0.06901,0.02283,0.51422,0.04156
10,11.0,10.0,0.083,0.02644,0.20895,0.00524
11,11.0,11.0,0.08389,0.03797,0.27713,0.08021
12,11.0,12.0,0.03602,0.02538,0.24375,0.34155
13,11.0,13.0,0.10298,0.01107,0.45829,0.00656
14,11.0,14.0,0.06119,0.02155,0.88438,0.4673
15,11.0,15.0,0.05552,0.01766,0.96719,0.04804
16,11.0,16.0,0.08315,0.02514,0.69047,0.17317
17,11.0,17.0,0.11737,0.0391,0.40513,0.13149
18,11.0,18.0,0.12357,0.04095,0.83891,0.09669
19,11.0,19.0,0.10244,0.04201,0.48879,0.15128
20,11.0,20.0,0.108,0.05987,0.46306,0.008
21,11.0,21.0,0.12472,0.04621,0.11185,0.07119
22,11.0,22.0,0.15038,0.04523,0.85384,0.01389
23,11.0,23.0,0.13226,0.06021,0.1813,0.02315
24,11.0,24.0,0.10248,0.04389,0.45803,0.00262
25,11.0,25.0,0.09852,0.04382,0.15355,0.00284
26,11.0,26.0,0.09727,0.04867,0.42684,0.02165
27,11.0,27.0,0.18964,0.00013,0.68729,0.10126
28,11.0,28.0,0.17611,0.05152,0.82987,0.02248
29,11.0,29.0,0.1957,0.03912,0.0061,0.07658
30,11.0,30.0,0.20913,0.04379,0.4576,0.15136
1,12.0,1.0,0.01961,0.00214,0.16546,0.01913
2,12.0,2.0,0.07398,0.0239,0.98533,0.12933
3,12.0,3.0,0.06616,0.02411,0.63444,0.07001
4,12.0,4.0,0.04576,0.02301,0.23204,0.05593
5,12.0,5.0,0.0632,0.00642,0.31483,0.00749
6,12.0,6.0,0.09116,0.01865,0.44035,0.37232
7,12.0,7.0,0.03387,0.01452,0.69269,0.29444
8,12.0,8.0,0.08511,0.03551,0.83845,0.00691
9,12.0,9.0,0.06046,0.02016,0.30738,0.02176
10,12.0,10.0,0.0511,0.0229,0.77531,0.3504
11,12.0,11.0,0.05386,0.03405,0.31826,0.0202
12,12.0,12.0,0.06546,0.03595,0.51538,0.16654
13,12.0,13.0,0.12677,0.04836,0.75287,0.37699
14,12.0,14.0,0.08734,0.02683,0.36594,0.01953
15,12.0,15.0,0.06904,0.02368,0.43796,0.03304
16,12.0,16.0,0.13216,0.00557,0.88939,0.00809
17,12.0,17.0,0.06469,0.02633,0.62689,0.01059
18,12.0,18.0,0.09879,0.03125,0.60826,0.00702
19,12.0,19.0,0.12279,0.00129,0.73639,0.09971
20,12.0,20.0,0.07351,0.00405,0.88852,0.0568
21,12.0,21.0,0.16967,0.03218,0.62981,0.32127
22,12.0,22.0,0.11395,0.05302,0.4119,0.00301
23,12.0,23.0,0.18139,0.02866,0.67408,0.02701
24,12.0,24.0,0.15997,0.03306,0.41454,0.15506
25,12.0,25.0,0.20073,0.01583,0.87791,0.32277
26,12.0,26.0,0.13029,0.04446,0.30657,0.03873
27,12.0,27.0,0.06216,0.02979,0.84707,0.00479
28,12.0,28.0,0.13747,0.0762,0.40211,0.04981
29,12.0,29.0,0.14465,0.04232,0.96459,0.10239
30,12.0,30.0,0.1318,0.06621,0.6374,0.0043
1,13.0,1.0,0.04766,0.00785,0.67977,0.01159
2,13.0,2.0,0.05545,0.01886,0.12929,0.12418
3,13.0,3.0,0.03619,0.00523,0.55588,0.33016
4,13.0,4.0,0.07793,0.01281,0.47888,0.30347
5,13.0,5.0,0.08462,0.04802,0.68528,0.01148
6,13.0,6.0,0.0362,0.0176,0.43124,0.08442
7,13.0,7.0,0.03938,0.00374,0.24989,0.00236
8,13.0,8.0,0.09547,0.00139,0.73739,0.08835
9,13.0,9.0,0.05971,0.02124,0.7983,0.02596
10,13.0,10.0,0.09218,0.03543,0.42061,0.24001
11,13.0,11.0,0.10941,0.05201,0.67303,0.00266
12,13.0,12.0,0.12881,0.0065,0.6114,0.03618
13,13.0,13.0,0.05145,0.03189,0.3068,0.34551
14,13.0,14.0,0.05953,0.05097,0.98633,0.00721
15,13.0,15.0,0.11357,0.04791,0.66559,0.04972
16,13.0,16.0,0.12708,0.03425,0.73062,0.00523
17,13.0,17.0,0.10157,0.02607,0.32351,0.10625
18,13.0,18.0,0.1549,0.02236,0.82723,0.00687
19,13.0,19.0,0.09336,0.04385,0.11528,0.28153
20,13.0,20.0,0.11015,0.03935,0.82098,0.2089
21,13.0,21.0,0.16197,0.04151,0.41503,0.15344
22,13.0,22.0,0.09969,0.04669,0.18775,0.4177
23,13.0,23.0,0.0592,0.04936,0.05644,0.02533
24,13.0,24.0,0.10203,0.02877,0.35377,0.28494
25,13.0,25.0,0.21034,0.05456,0.40839,0.0298
26,13.0,26.0,0.20488,0.05147,0.22804,0.19449
27,13.0,27.0,0.12405,0.03029,0.46776,0.00549
28,13.0,28.0,0.20648,0.04462,0.35615,0.00449
29,13.0,29.0,0.08785,0.06644,0.35963,0.00463
30,13.0,30.0,0.14958,0.08981,0.42578,0.00678
1,14.0,1.0,0.04048,0.02423,0.51695,0.00379
2,14.0,2.0,0.01268,0.00805,0.89865,0.13429
3,14.0,3.0,0.04322,0.0001,0.98366,0.22073
4,14.0,4.0,0.03232,0.01749,0.79814,0.0145
5,14.0,5.0,0.04294,0.01669,0.60549,0.06626
6,14.0,6.0,0.06264,0.00501,0.93075,0.02218
7,14.0,7.0,0.07029,0.01911,0.87884,0.0102
8,14.0,8.0,0.05206,0.02749,0.37004,0.02977
9,14.0,9.0,0.09884,0.02815,0.83561,0.00318
10,14.0,10.0,0.06126,0.01298,0.69438,0.26626
11,14.0,11.0,0.0279,0.01532,0.80277,0.00544
12,14.0,12.0,0.08841,0.03077,0.95575,0.00311
13,14.0,13.0,0.119,0.02485,0.33984,0.01096
14,14.0,14.0,0.09384,0.02974,0.09286,0.00471
15,14.0,15.0,0.11233,0.00638,0.68352,0.01495
16,14.0,16.0,0.17629,0.05069,0.73614,0.00351
17,14.0,17.0,0.09957,0.00495,0.52265,0.00506
18,14.0,18.0,0.0786,0.0205,0.82769,0.1593
19,14.0,19.0,0.12304,0.03505,0.37849,0.16248
20,14.0,20.0,0.11126,0.02217,0.3203,0.02658
21,14.0,21.0,0.13957,0.03417,0.86108,0.02772
22,14.0,22.0,0.17294,0.04043,0.08958,0.41954
23,14.0,23.0,0.07859,0.0244,0.30892,0.09517
24,14.0,24.0,0.15122,0.02789,0.80037,0.00506
25,14.0,25.0,0.20617,0.02329,0.49606,0.35358
26,14.0,26.0,0.15909,0.04387,0.12249,0.09319
27,14.0,27.0,0.14064,0.0538,0.176,0.00311
28,14.0,28.0,0.23291,0.03312,0.80023,0.01644
29,14.0,29.0,0.13163,0.04275,0.36264,0.34599
30,14.0,30.0,0.1714,0.06793,0.41117,0.00687
1,15.0,1.0,0.07657,0.0119,0.54817,0.003
2,15.0,2.0,0.01244,0.01023,0.66299,0.0032
3,15.0,3.0,0.0123,0.00758,0.61126,0.00399
4,15.0,4.0,0.01721,0.0153,0.5883,0.00486
5,15.0,5.0,0.0574,0.0201,0.58445,0.32258
6,15.0,6.0,0.09542,0.00725,0.04237,0.20518
7,15.0,7.0,0.05463,0.00953,0.65092,0.00279
8,15.0,8.0,0.05592,0.00907,0.02745,0.06177
9,15.0,9.0,0.07482,0.01711,0.30356,0.00468
10,15.0,10.0,0.0844,0.03355,0.31376,0.00675
11,15.0,11.0,0.05374,0.01062,0.12968,0.01788
12,15.0,12.0,0.09601,0.0378,0.14732,0.48398
13,15.0,13.0,0.09794,0.0585,0.26197,0.12271
14,15.0,14.0,0.10067,0.02913,0.10825,0.05174
15,15.0,15.0,0.08849,0.04347,0.03431,0.02007
16,15.0,16.0,0.08316,0.02682,0.44709,0.00812
17,15.0,17.0,0.16518,0.05163,0.90521,0.02542
18,15.0,18.0,0.08258,0.04046,0.92254,0.00361
19,15.0,19.0,0.11028,0.01188,0.92032,0.01052
20,15.0,20.0,0.0732,0.03205,0.78934,0.06893
21,15.0,21.0,0.10334,0.0287,0.52507,0.00281
22,15.0,22.0,0.10384,0.04489,0.93657,0.2684
23,15.0,23.0,0.11675,0.05536,0.84517,0.00937
24,15.0,24.0,0.14829,0.02024,0.3582,0.07927
25,15.0,25.0,0.15211,0.05431,0.21449,0.00483
26,15.0,26.0,0.07139,0.04299,0.13771,0.00266
27,15.0,27.0,0.16485,0.04712,0.09219,0.00435
28,15.0,28.0,0.20251,0.07298,0.59341,0.00599
29,15.0,29.0,0.17147,0.04944,0.02272,0.25342
30,15.0,30.0,0.14276,0.02965,0.99217,0.0095
1,16.0,1.0,0.04226,0.0249,0.82861,0.30945
2,16.0,2.0,0.04358,0.01648,0.74123,0.01238
3,16.0,3.0,0.05171,0.00482,0.73322,0.1115
4,16.0,4.0,0.09741,0.04326,0.96993,0.1242
5,16.0,5.0,0.09941,0.01495,0.6369,0.42335
6,16.0,6.0,0.03809,0.02059,0.19929,0.05532
7,16.0,7.0,0.01552,0.0133,0.9837,0.06625
8,16.0,8.0,0.1344,0.01491,0.52143,0.00579
9,16.0,9.0,0.0692,0.00056,0.08596,0.12247
10,16.0,10.0,0.10249,0.01533,0.02437,0.00474
11,16.0,11.0,0.12564,0.05244,0.54123,0.00437
12,16.0,12.0,0.04609,0.01869,0.53231,0.01153
13,16.0,13.0,0.10756,0.05192,0.5531,0.22678
14,16.0,14.0,0.11282,0.03254,0.55448,0.00953
15,16.0,15.0,0.09969,0.04418,0.06855,0.01085
16,16.0,16.0,0.11739,0.0379,0.56617,0.00522
17,16.0,17.0,0.12782,0.02118,0.31025,0.10418
18,16.0,18.0,0.12428,0.05736,0.65234,0.19398
19,16.0,19.0,0.0689,0.04985,0.65075,0.39411
20,16.0,20.0,0.13698,0.00295,0.45853,0.00246
21,16.0,21.0,0.07732,0.02794,0.13388,0.16454
22,16.0,22.0,0.16847,0.0182,0.06106,0.48295
23,16.0,23.0,0.11304,0.02133,0.48941,0.01439
24,16.0,24.0,0.16921,0.04493,0.03419,0.00347
25,16.0,25.0,0.15667,0.06064,0.97314,0.07342
26,16.0,26.0,0.13685,0.02883,0.31908,0.14729
27,16.0,27.0,0.16752,0.05092,0.54131,0.00469
28,16.0,28.0,0.22472,0.03257,0.70189,0.49377
29,16.0,29.0,0.21128,0.07061,0.77756,0.04012
30,16.0,30.0,0.1748,0.04377,0.01889,0.02252
1,17.0,1.0,0.05027,0.002,0.87483,0.22553
2,17.0,2.0,0.05315,0.00068,0.08497,0.02548
3,17.0,3.0,0.06943,0.0102,0.77861,0.01143
4,17.0,4.0,0.04513,0.01067,0.04406,0.00633
5,17.0,5.0,0.03014,0.02827,0.93554,0.45827
6,17.0,6.0,0.02556,0.00184,0.58475,0.00981
7,17.0,7.0,0.02422,0.0109,0.61286,0.03973
8,17.0,8.0,0.05392,0.03693,0.571,0.00595
9,17.0,9.0,0.08717,0.00028,0.70979,0.00837
10,17.0,10.0,0.03546,0.03501,0.27439,0.00854
11,17.0,11.0,0.04403,0.01776,0.21311,0.00214
12,17.0,12.0,0.05637,0.01281,0.99743,0.10546
13,17.0,13.0,0.09474,0.02087,0.93717,0.02008
14,17.0,14.0,0.05774,0.03517,0.90372,0.00324
15,17.0,15.0,0.11529,0.03326,0.27585,0.0048
16,17.0,16.0,0.11727,0.03826,0.8197,0.02323
17,17.0,17.0,0.08688,0.01697,0.96402,0.05422
18,17.0,18.0,0.15783,0.03486,0.74448,0.00703
19,17.0,19.0,0.13119,0.02609,0.13174,0.00236
20,17.0,20.0,0.16863,0.03095,0.71577,0.49977
21,17.0,21.0,0.11655,0.03706,0.62771,0.02307
22,17.0,22.0,0.15503,0.04544,0.41064,0.00848
23,17.0,23.0,0.17223,0.05491,0.04414,0.01532
24,17.0,24.0,0.15917,0.01123,0.77207,0.01108
25,17.0,25.0,0.16299,0.04136,0.16095,0.02979
26,17.0,26.0,0.14252,0.05192,0.2371,0.27711
27,17.0,27.0,0.15151,0.05086,0.58221,0.00346
28,17.0,28.0,0.20527,0.04411,0.33368,0.08598
29,17.0,29.0,0.11771,0.0484,0.18103,0.0116
30,17.0,30.0,0.15506,0.05921,0.79508,0.48336
1,18.0,1.0,0.06225,0.01151,0.74772,0.31922
2,18.0,2.0,0.10374,0.01763,0.49208,0.22698
3,18.0,3.0,0.05789,0.01397,0.10101,0.18161
4,18.0,4.0,0.05449,0.01095,0.83216,0.00387
5,18.0,5.0,0.03378,0.03124,0.41342,0.11672
6,18.0,6.0,0.04422,0.03754,0.97895,0.30949
7,18.0,7.0,0.03627,0.00369,0.506,0.01863
8,18.0,8.0,0.06421,0.03643,0.88108,0.03498
9,18.0,9.0,0.12386,0.02046,0.44005,0.31092
10,18.0,10.0,0.0402,0.00629,0.64208,0.2219
11,18.0,11.0,0.06,0.00731,0.3051,0.01169
12,18.0,12.0,0.05826,0.03462,0.10914,0.03922
13,18.0,13.0,0.04606,0.01823,0.92388,0.00957
14,18.0,14.0,0.09202,0.0298,0.65796,0.00204
15,18.0,15.0,0.06428,0.03043,0.06711,0.4572
16,18.0,16.0,0.17394,0.03805,0.07855,0.01676
17,18.0,17.0,0.17446,0.02637,0.92446,0.10816
18,18.0,18.0,0.07436,0.00894,0.65766,0.00836
19,18.0,19.0,0.12871,0.0399,0.39179,0.00896
20,18.0,20.0,0.14412,0.02696,0.8591,0.00483
21,18.0,21.0,0.11883,0.02216,0.97553,0.04024
22,18.0,22.0,0.10874,0.04305,0.82805,0.01785
23,18.0,23.0,0.12947,0.05707,0.11725,0.08757
24,18.0,24.0,0.11004,0.0343,0.80708,0.00473
25,18.0,25.0,0.19251,0.02477,0.74084,0.03502
26,18.0,26.0,0.14782,0.00581,0.13573,0.00725
27,18.0,27.0,0.1482,0.03252,0.78071,0.00215
28,18.0,28.0,0.15974,0.05113,0.27061,0.2406
29,18.0,29.0,0.15233,0.05277,0.15773,0.15315
30,18.0,30.0,0.12468,0.08296,0.48623,0.06878
1,19.0,1.0,0.0203,0.00673,0.13366,0.25784
2,19.0,2.0,0.02846,0.01999,0.89618,0.25295
3,19.0,3.0,0.07874,0.02378,0.85809,0.43555
4,19.0,4.0,0.05477,0.03259,0.37217,0.05923
5,19.0,5.0,0.07164,0.00504,0.19172,0.29645
6,19.0,6.0,0.05289,0.00997,0.63473,0.00322
7,19.0,7.0,0.06744,0.01301,0.86322,0.02526
8,19.0,8.0,0.05727,0.01229,0.2895,0.00286
9,19.0,9.0,0.1301,0.00225,0.52737,0.20761
10,19.0,10.0,0.05121,0.00569,0.94533,0.00256
11,19.0,11.0,0.08172,0.02787,0.30667,0.01643
12,19.0,12.0,0.09737,0.02181,0.67136,0.01853
13,19.0,13.0,0.11148,0.00394,0.63504,0.11103
14,19.0,14.0,0.14132,0.03814,0.32821,0.0055
15,19.0,15.0,0.13487,0.03675,0.93518,0.20763
16,19.0,16.0,0.10815,0.00809,0.55154,0.22594
17,19.0,17.0,0.11163,0.01729,0.76897,0.03551
18,19.0,18.0,0.1001,0.03273,0.58818,0.01668
19,19.0,19.0,0.15257,0.04014,0.60916,0.01226
20,19.0,20.0,0.09078,0.04593,0.94745,0.30577
21,19.0,21.0,0.13255,0.07602,0.31269,0.0212
22,19.0,22.0,0.1023,0.02415,0.24769,0.12559
23,19.0,23.0,0.07495,0.0554,0.55183,0.00889
24,19.0,24.0,0.07427,0.03878,0.88597,0.07552
25,19.0,25.0,0.13814,0.06842,0.37728,0.26
26,19.0,26.0,0.16828,0.04889,0.86246,0.00795
27,19.0,27.0,0.13657,0.05385,0.60285,0.0046
28,19.0,28.0,0.19217,0.03316,0.8165,0.00213
29,19.0,29.0,0.18621,0.04683,0.35185,0.04999
30,19.0,30.0,0.1761,0.03268,0.53611,0.13132
1,20.0,1.0,0.04224,0.01754,0.24092,0.01296
2,20.0,2.0,0.05321,0.01312,0.04227,0.00916
3,20.0,3.0,0.02339,0.02187,0.17564,0.17178
4,20.0,4.0,0.01352,0.00777,0.74452,0.07463
5,20.0,5.0,0.013,0.00515,0.16931,0.04894
6,20.0,6.0,0.04254,0.00519,0.82745,0.00399
7,20.0,7.0,0.05546,0.01803,0.4121,0.35323
8,20.0,8.0,0.05979,0.02809,0.73614,0.065
9,20.0,9.0,0.04727,0.01681,0.95775,0.04044
10,20.0,10.0,0.11192,0.02532,0.72752,0.49536
11,20.0,11.0,0.04871,0.0287,0.81548,0.0121
12,20.0,12.0,0.07551,0.02843,0.86913,0.00463
13,20.0,13.0,0.09145,0.02616,0.47519,0.03807
14,20.0,14.0,0.0525,0.01887,0.60245,0.00532
15,20.0,15.0,0.10904,0.02894,0.46942,0.13349
16,20.0,16.0,0.09105,0.01618,0.35238,0.02801
17,20.0,17.0,0.09157,0.01969,0.77519,0.00209
18,20.0,18.0,0.09742,0.03635,0.95034,0.00617
19,20.0,19.0,0.05632,0.02797,0.84917,0.21312
20,20.0,20.0,0.13361,0.03291,0.37547,0.05085
21,20.0,21.0,0.17571,0.05152,0.42428,0.08809
22,20.0,22.0,0.18454,0.03243,0.84762,0.00324
23,20.0,23.0,0.11776,0.056,0.92065,0.00723
24,20.0,24.0,0.13749,0.05021,0.54778,0.0277
25,20.0,25.0,0.19469,0.02905,0.05725,0.03565
26,20.0,26.0,0.20688,0.01297,0.62818,0.08981
27,20.0,27.0,0.15672,0.02628,0.34647,0.00205
28,20.0,28.0,0.17072,0.07682,0.15455,0.00948
29,20.0,29.0,0.14691,0.05131,0.88664,0.38002
30,20.0,30.0,0.1713,0.02076,0.77428,0.06175
1,21.0,1.0,0.05387,0.02848,0.25097,0.19184
2,21.0,2.0,0.01459,0.01338,0.63869,0.003
3,21.0,3.0,0.04292,0.01857,0.84755,0.13543
4,21.0,4.0,0.02021,0.01425,0.78597,0.26611
5,21.0,5.0,0.04298,0.02425,0.37008,0.07032
6,21.0,6.0,0.07488,0.02673,0.79789,0.27787
7,21.0,7.0,0.01287,0.01077,0.99304,0.36594
8,21.0,8.0,0.08577,0.01698,0.70307,0.00765
9,21.0,9.0,0.0704,0.01495,0.55956,0.00399
10,21.0,10.0,0.08703,0.02098,0.27796,0.0025
11,21.0,11.0,0.06476,0.03,0.28971,0.00245
12,21.0,12.0,0.06361,0.01231,0.70759,0.03292
13,21.0,13.0,0.10431,0.01847,0.11144,0.25497
14,21.0,14.0,0.07285,0.01226,0.71053,0.00507
15,21.0,15.0,0.129,0.01813,0.52072,0.00665
16,21.0,16.0,0.11664,0.02816,0.60066,0.14984
17,21.0,17.0,0.12162,0.01953,0.3777,0.01772
18,21.0,18.0,0.15796,0.02981,0.09219,0.00265
19,21.0,19.0,0.11984,0.05322,0.30052,0.32045
20,21.0,20.0,0.18501,0.04858,0.59032,0.01374
21,21.0,21.0,0.10274,0.05146,0.07425,0.00437
22,21.0,22.0,0.16195,0.03988,0.00849,0.00291
23,21.0,23.0,0.12178,0.012,0.22913,0.00942
24,21.0,24.0,0.09802,0.04936,0.90486,0.05339
25,21.0,25.0,0.15034,0.05236,0.28032,0.00565
26,21.0,26.0,0.1316,0.04387,0.49435,0.27653
27,21.0,27.0,0.12875,0.03753,0.6769,0.00316
28,21.0,28.0,0.18759,0.05555,0.76567,0.4191
29,21.0,29.0,0.2111,0.03581,0.79662,0.41565
30,21.0,30.0,0.16304,0.04978,0.83536,0.0035
