,n_com,I,C,M,R,L
3,194.0,3.0,0.02678,0.01873,0.8119,0.19098
4,194.0,4.0,0.05558,0.01626,0.16826,0.15644
5,194.0,5.0,0.05343,0.01148,0.89986,0.38247
6,194.0,6.0,0.10017,0.01816,0.21783,0.0502
7,194.0,7.0,0.16116,0.02463,0.61863,0.0152
8,194.0,8.0,0.15393,0.01611,0.74485,0.00734
9,194.0,9.0,0.1135,0.04565,0.60776,0.01209
10,194.0,10.0,0.20598,0.05376,0.59242,0.32071
1,195.0,1.0,0.01533,0.01052,0.5237,0.00255
2,195.0,2.0,0.05915,0.01041,0.75715,0.0124
3,195.0,3.0,0.06485,0.01767,0.975,0.21945
4,195.0,4.0,0.06153,0.00961,0.24352,0.00425
5,195.0,5.0,0.07857,0.02819,0.35099,0.01269
6,195.0,6.0,0.10419,0.04938,0.2712,0.41145
7,195.0,7.0,0.12903,0.04322,0.32049,0.19583
8,195.0,8.0,0.13454,0.04025,0.73388,0.01664
9,195.0,9.0,0.16878,0.02385,0.62796,0.14144
10,195.0,10.0,0.12816,0.08059,0.8674,0.12388
1,196.0,1.0,0.04402,0.0243,0.90665,0.33571
2,196.0,2.0,0.08458,0.00836,0.76536,0.00571
3,196.0,3.0,0.0649,0.0273,0.70078,0.23347
4,196.0,4.0,0.08914,0.01959,0.70499,0.08751
5,196.0,5.0,0.07561,0.04923,0.76857,0.01898
6,196.0,6.0,0.13336,0.01419,0.45764,0.04539
7,196.0,7.0,0.06136,0.04193,0.7034,0.29792
8,196.0,8.0,0.16419,0.04028,0.32033,0.02049
9,196.0,9.0,0.16828,0.0384,0.31957,0.00214
10,196.0,10.0,0.17513,0.08097,0.51558,0.26868
1,197.0,1.0,0.05373,0.01374,0.95953,0.00382
2,197.0,2.0,0.06742,0.03818,0.06183,0.03022
3,197.0,3.0,0.11651,0.01628,0.18822,0.00799
4,197.0,4.0,0.05698,0.01135,0.79602,0.25456
5,197.0,5.0,0.03502,0.03494,0.26448,0.00983
6,197.0,6.0,0.09695,0.03406,0.10307,0.07717
7,197.0,7.0,0.11531,0.03155,0.48848,0.00471
8,197.0,8.0,0.13446,0.04974,0.92513,0.30139
9,197.0,9.0,0.16809,0.03303,0.9734,0.35793
10,197.0,10.0,0.15673,0.06567,0.93739,0.1563
1,198.0,1.0,0.04043,0.00326,0.39788,0.37185
2,198.0,2.0,0.03512,0.01076,0.20762,0.05454
3,198.0,3.0,0.0713,0.01441,0.5532,0.12078
4,198.0,4.0,0.07473,0.02984,0.14066,0.31303
5,198.0,5.0,0.07027,0.04344,0.14118,0.0111
6,198.0,6.0,0.10201,0.04476,0.15172,0.0073
7,198.0,7.0,0.06761,0.05084,0.49474,0.18959
8,198.0,8.0,0.12351,0.01432,0.26814,0.00419
9,198.0,9.0,0.13783,0.04962,0.86219,0.07776
10,198.0,10.0,0.14922,0.04935,0.80775,0.01938
1,199.0,1.0,0.06551,0.00708,0.95663,0.05813
2,199.0,2.0,0.0623,0.03019,0.80426,0.0539
3,199.0,3.0,0.08347,0.02849,0.5815,0.36719
4,199.0,4.0,0.15632,0.02839,0.45507,0.08979
5,199.0,5.0,0.07002,0.03627,0.95567,0.00238
6,199.0,6.0,0.09106,0.02065,0.75288,0.13868
7,199.0,7.0,0.10779,0.02076,0.54301,0.09417
8,199.0,8.0,0.11697,0.01859,0.83458,0.00245
9,199.0,9.0,0.14823,0.08434,0.42719,0.00561
10,199.0,10.0,0.14232,0.06209,0.57427,0.002
1,200.0,1.0,0.01727,0.00599,0.37942,0.04571
2,200.0,2.0,0.01672,0.00973,0.30923,0.00729
3,200.0,3.0,0.08772,0.03044,0.3078,0.21697
4,200.0,4.0,0.0771,0.01633,0.07491,0.28715
5,200.0,5.0,0.04364,0.00441,0.31158,0.09694
6,200.0,6.0,0.17628,0.00758,0.20918,0.02432
7,200.0,7.0,0.11971,0.0477,0.22299,0.14331
8,200.0,8.0,0.16885,0.02105,0.66081,0.11339
9,200.0,9.0,0.18678,0.04558,0.91592,0.03733
10,200.0,10.0,0.13961,0.06469,0.86146,0.02218
1,201.0,1.0,0.05774,0.04593,0.39148,0.01213
2,201.0,2.0,0.07873,0.02217,0.96244,0.16489
3,201.0,3.0,0.06465,0.04026,0.79958,0.12974
4,201.0,4.0,0.05155,0.03925,0.52364,0.00967
5,201.0,5.0,0.07971,0.01327,0.34047,0.06213
6,201.0,6.0,0.15237,0.01012,0.95012,0.15717
7,201.0,7.0,0.10799,0.00269,0.7357,0.04366
8,201.0,8.0,0.16438,0.05159,0.02656,0.04018
9,201.0,9.0,0.14507,0.06023,0.71169,0.01111
10,201.0,10.0,0.22333,0.0508,0.99954,0.01764
1,202.0,1.0,0.04453,0.00029,0.91766,0.00677
2,202.0,2.0,0.09854,0.01406,0.03114,0.02689
3,202.0,3.0,0.072,0.02024,0.2739,0.00214
4,202.0,4.0,0.05833,0.04402,0.59876,0.02041
5,202.0,5.0,0.11552,0.02003,0.44997,0.21363
6,202.0,6.0,0.15864,0.00374,0.09464,0.00207
7,202.0,7.0,0.14504,0.01345,0.42187,0.00202
8,202.0,8.0,0.10455,0.04093,0.683,0.0032
9,202.0,9.0,0.15038,0.04522,0.68655,0.00418
10,202.0,10.0,0.12009,0.05549,0.2678,0.02413
1,203.0,1.0,0.05862,0.01632,0.06391,0.22907
2,203.0,2.0,0.02516,0.01792,0.9086,0.09369
3,203.0,3.0,0.07547,0.03851,0.60989,0.15012
4,203.0,4.0,0.07125,0.00514,0.93047,0.0073
5,203.0,5.0,0.07423,0.03799,0.16196,0.20974
6,203.0,6.0,0.10248,0.02074,0.26167,0.00217
7,203.0,7.0,0.14219,0.01352,0.7282,0.00668
8,203.0,8.0,0.09299,0.04957,0.78523,0.00568
9,203.0,9.0,0.19316,0.04391,0.09842,0.21867
10,203.0,10.0,0.16348,0.03277,0.89239,0.04855
1,204.0,1.0,0.0639,0.03137,0.37612,0.03962
2,204.0,2.0,0.1011,0.00661,0.78408,0.0585
3,204.0,3.0,0.04767,0.01183,0.33955,0.11289
4,204.0,4.0,0.11966,0.03004,0.06659,0.01048
5,204.0,5.0,0.09817,0.02489,0.02156,0.00632
6,204.0,6.0,0.12894,0.02432,0.88311,0.00638
7,204.0,7.0,0.15621,0.05196,0.89152,0.00378
8,204.0,8.0,0.11871,0.02667,0.96641,0.02831
9,204.0,9.0,0.10801,0.03028,0.19548,0.01611
10,204.0,10.0,0.13679,0.06933,0.12855,0.02418
1,205.0,1.0,0.02738,0.00185,0.95983,0.06571
2,205.0,2.0,0.08761,0.0354,0.57504,0.0414
3,205.0,3.0,0.05752,0.02482,0.3061,0.21497
4,205.0,4.0,0.02131,0.01927,0.18618,0.09271
5,205.0,5.0,0.10515,0.01119,0.78356,0.01448
6,205.0,6.0,0.1239,0.0234,0.3837,0.00406
7,205.0,7.0,0.0737,0.02273,0.32286,0.05254
8,205.0,8.0,0.12499,0.03745,0.56822,0.19997
9,205.0,9.0,0.13493,0.05309,0.5167,0.00798
10,205.0,10.0,0.16134,0.05617,0.48789,0.0734
1,206.0,1.0,0.02847,0.02292,0.61319,0.00535
2,206.0,2.0,0.05964,0.03658,0.82366,0.16091
3,206.0,3.0,0.07913,0.00551,0.92301,0.01372
4,206.0,4.0,0.06953,0.04047,0.74171,0.00251
5,206.0,5.0,0.11755,0.04827,0.41282,0.03592
6,206.0,6.0,0.12874,0.04278,0.10984,0.00604
7,206.0,7.0,0.09924,0.01731,0.58577,0.47668
8,206.0,8.0,0.0987,0.03071,0.70049,0.01382
9,206.0,9.0,0.18507,0.0199,0.91791,0.02245
10,206.0,10.0,0.1027,0.03516,0.98745,0.05852
1,207.0,1.0,0.03895,0.01119,0.52468,0.00379
2,207.0,2.0,0.03687,0.01654,0.29939,0.02443
3,207.0,3.0,0.07604,0.00733,0.01805,0.00221
4,207.0,4.0,0.04891,0.01172,0.90323,0.00581
5,207.0,5.0,0.06699,0.01657,0.01975,0.09526
6,207.0,6.0,0.15613,0.04273,0.88928,0.35544
7,207.0,7.0,0.08645,0.02999,0.88658,0.13974
8,207.0,8.0,0.11591,0.05678,0.13401,0.00567
9,207.0,9.0,0.20794,0.04978,0.21795,0.08991
10,207.0,10.0,0.1745,0.03331,0.90913,0.00724
1,208.0,1.0,0.02494,0.00353,0.74616,0.0119
2,208.0,2.0,0.03046,0.0048,0.33216,0.02591
3,208.0,3.0,0.05014,0.01477,0.16007,0.01128
4,208.0,4.0,0.08481,0.01113,0.55096,0.00536
5,208.0,5.0,0.03234,0.01907,0.21397,0.122
6,208.0,6.0,0.13664,0.02194,0.72806,0.05814
7,208.0,7.0,0.10849,0.04017,0.39045,0.02733
8,208.0,8.0,0.14009,0.01856,0.6646,0.17675
9,208.0,9.0,0.15422,0.03681,0.30658,0.29664
10,208.0,10.0,0.13343,0.05843,0.34374,0.02086
1,209.0,1.0,0.04563,0.02313,0.48139,0.03765
2,209.0,2.0,0.03755,0.00077,0.03557,0.00256
3,209.0,3.0,0.04368,0.01497,0.81134,0.00419
4,209.0,4.0,0.10331,0.01835,0.81445,0.04273
5,209.0,5.0,0.08655,0.03417,0.91441,0.09556
6,209.0,6.0,0.10129,0.03253,0.05095,0.03353
7,209.0,7.0,0.11348,0.03486,0.40379,0.04349
8,209.0,8.0,0.10411,0.03766,0.4646,0.0026
9,209.0,9.0,0.13756,0.02653,0.07535,0.0249
10,209.0,10.0,0.12974,0.04529,0.05097,0.01748
1,210.0,1.0,0.03407,0.00078,0.63295,0.00254
2,210.0,2.0,0.00621,0.00344,0.10287,0.01459
3,210.0,3.0,0.07008,0.01048,0.01208,0.03212
4,210.0,4.0,0.10263,0.03542,0.89932,0.13081
5,210.0,5.0,0.09765,0.03827,0.78696,0.02383
6,210.0,6.0,0.16947,0.01558,0.75814,0.02949
7,210.0,7.0,0.10909,0.01588,0.27556,0.32932
8,210.0,8.0,0.14959,0.03716,0.52102,0.03367
9,210.0,9.0,0.16642,0.04619,0.522,0.01479
10,210.0,10.0,0.19314,0.06603,0.7934,0.09025
1,211.0,1.0,0.02395,0.00027,0.36958,0.01232
2,211.0,2.0,0.03642,0.01316,0.81724,0.02622
3,211.0,3.0,0.04325,0.00601,0.98992,0.00355
4,211.0,4.0,0.08456,0.01289,0.40495,0.22832
5,211.0,5.0,0.10212,0.00904,0.37416,0.00203
6,211.0,6.0,0.13461,0.05357,0.04822,0.10036
7,211.0,7.0,0.16731,0.03652,0.69063,0.42376
8,211.0,8.0,0.16741,0.02603,0.9215,0.0276
9,211.0,9.0,0.11532,0.0368,0.25779,0.00272
10,211.0,10.0,0.15369,0.05536,0.93486,0.00419
1,212.0,1.0,0.00883,0.00489,0.51749,0.20945
2,212.0,2.0,0.0479,0.01968,0.87219,0.00318
3,212.0,3.0,0.07301,0.00663,0.61902,0.09409
4,212.0,4.0,0.08882,0.00455,0.13811,0.07231
5,212.0,5.0,0.07103,0.00804,0.19105,0.03629
6,212.0,6.0,0.09493,0.01622,0.07664,0.00372
7,212.0,7.0,0.12844,0.02606,0.2009,0.05049
8,212.0,8.0,0.17279,0.04316,0.48044,0.00361
9,212.0,9.0,0.16461,0.06971,0.8838,0.0026
10,212.0,10.0,0.15626,0.03484,0.42228,0.01143
1,213.0,1.0,0.01214,0.00886,0.65618,0.00466
2,213.0,2.0,0.06764,0.03076,0.95477,0.00586
3,213.0,3.0,0.03472,0.00233,0.7309,0.01723
4,213.0,4.0,0.09513,0.00836,0.51595,0.00469
5,213.0,5.0,0.05659,0.00378,0.20138,0.19195
6,213.0,6.0,0.04264,0.0332,0.46491,0.03015
7,213.0,7.0,0.0915,0.02479,0.12686,0.07259
8,213.0,8.0,0.10483,0.03322,0.23552,0.0065
9,213.0,9.0,0.16695,0.034,0.17416,0.09721
10,213.0,10.0,0.14897,0.05516,0.11038,0.00448
1,214.0,1.0,0.06334,0.01011,0.09709,0.39567
2,214.0,2.0,0.02327,0.00708,0.48138,0.27632
3,214.0,3.0,0.04466,0.01614,0.75757,0.00412
4,214.0,4.0,0.04354,0.00647,0.93229,0.39543
5,214.0,5.0,0.15754,0.02944,0.12309,0.3713
6,214.0,6.0,0.11732,0.02246,0.13548,0.03774
7,214.0,7.0,0.0266,0.01711,0.39256,0.40046
8,214.0,8.0,0.10055,0.05196,0.98394,0.00261
9,214.0,9.0,0.18718,0.05279,0.67724,0.00907
10,214.0,10.0,0.1169,0.04366,0.95266,0.04471
1,215.0,1.0,0.02816,0.00771,0.89643,0.155
2,215.0,2.0,0.054,0.00782,0.38285,0.1048
3,215.0,3.0,0.07979,0.00723,0.73962,0.0693
4,215.0,4.0,0.072,0.02514,0.23908,0.35276
5,215.0,5.0,0.16246,0.03397,0.43408,0.00244
6,215.0,6.0,0.12394,0.03971,0.19736,0.04267
7,215.0,7.0,0.12341,0.02284,0.52459,0.01846
8,215.0,8.0,0.08839,0.0414,0.72871,0.06597
9,215.0,9.0,0.20335,0.01805,0.4796,0.00214
10,215.0,10.0,0.18505,0.03671,0.44187,0.01405
1,216.0,1.0,0.03329,0.00959,0.77479,0.00766
2,216.0,2.0,0.03898,0.0244,0.54849,0.00431
3,216.0,3.0,0.0717,0.01103,0.23864,0.09095
4,216.0,4.0,0.05395,0.00362,0.55309,0.0091
5,216.0,5.0,0.0856,0.02786,0.32516,0.00708
6,216.0,6.0,0.04299,0.02189,0.64857,0.00376
7,216.0,7.0,0.02621,0.00929,0.42814,0.27806
8,216.0,8.0,0.1285,0.04069,0.10263,0.01466
9,216.0,9.0,0.09096,0.03344,0.84527,0.01682
10,216.0,10.0,0.21358,0.05192,0.19379,0.00865
1,217.0,1.0,0.03878,0.021,0.28731,0.00486
2,217.0,2.0,0.07124,0.01341,0.27464,0.01448
3,217.0,3.0,0.06268,0.01945,0.5854,0.03984
4,217.0,4.0,0.14246,0.01279,0.73501,0.00355
5,217.0,5.0,0.06316,0.03529,0.34561,0.0299
6,217.0,6.0,0.04186,0.02444,0.81655,0.12128
7,217.0,7.0,0.1328,0.01902,0.95214,0.00893
8,217.0,8.0,0.19422,0.03667,0.16762,0.01674
9,217.0,9.0,0.10686,0.07204,0.2736,0.00709
10,217.0,10.0,0.15975,0.02778,0.5755,0.00757
1,218.0,1.0,0.04109,0.01451,0.71322,0.01388
2,218.0,2.0,0.0241,0.00176,0.88497,0.16547
3,218.0,3.0,0.05827,0.02078,0.78097,0.07401
4,218.0,4.0,0.12703,0.03567,0.6601,0.04764
5,218.0,5.0,0.05334,0.03024,0.72507,0.40516
6,218.0,6.0,0.07867,0.01623,0.25585,0.0149
7,218.0,7.0,0.06832,0.05541,0.36585,0.1071
8,218.0,8.0,0.10828,0.0424,0.14171,0.00518
9,218.0,9.0,0.14284,0.03555,0.1068,0.14516
10,218.0,10.0,0.15037,0.05939,0.31576,0.13405
1,219.0,1.0,0.03531,0.00257,0.20968,0.00569
2,219.0,2.0,0.06964,0.00782,0.13563,0.17643
3,219.0,3.0,0.09507,0.03601,0.91583,0.14837
4,219.0,4.0,0.09192,0.01015,0.99575,0.03657
5,219.0,5.0,0.0949,0.03646,0.77456,0.00502
6,219.0,6.0,0.10338,0.02709,0.32827,0.00391
7,219.0,7.0,0.07807,0.03329,0.28094,0.063
8,219.0,8.0,0.11385,0.04615,0.20324,0.41479
9,219.0,9.0,0.16914,0.04746,0.58602,0.00511
10,219.0,10.0,0.19304,0.04876,0.26971,0.00669
1,220.0,1.0,0.09848,0.01586,0.87109,0.01893
2,220.0,2.0,0.10052,0.005,0.95128,0.00387
3,220.0,3.0,0.08985,0.02243,0.02899,0.0296
4,220.0,4.0,0.02679,0.0227,0.1733,0.03372
5,220.0,5.0,0.08305,0.01348,0.7556,0.03346
6,220.0,6.0,0.06558,0.03829,0.69102,0.10425
7,220.0,7.0,0.14948,0.03363,0.64759,0.18604
8,220.0,8.0,0.10775,0.04531,0.70083,0.01637
9,220.0,9.0,0.17251,0.05925,0.11729,0.21674
10,220.0,10.0,0.1984,0.07556,0.10497,0.43023
1,221.0,1.0,0.05749,0.01969,0.5435,0.06385
2,221.0,2.0,0.05853,0.03234,0.04445,0.05925
3,221.0,3.0,0.02426,0.00956,0.38113,0.04607
4,221.0,4.0,0.08083,0.00212,0.57259,0.0021
5,221.0,5.0,0.07995,0.0326,0.65976,0.00345
6,221.0,6.0,0.15537,0.00929,0.37434,0.01454
7,221.0,7.0,0.13088,0.02581,0.89491,0.00222
8,221.0,8.0,0.13412,0.04882,0.20244,0.05466
9,221.0,9.0,0.17096,0.04648,0.77558,0.10774
10,221.0,10.0,0.25716,0.0263,0.09442,0.0712
1,222.0,1.0,0.06011,0.0106,0.4273,0.02657
2,222.0,2.0,0.04967,0.00591,0.67627,0.00288
3,222.0,3.0,0.0123,0.00445,0.53089,0.00428
4,222.0,4.0,0.02762,0.00498,0.65032,0.01315
5,222.0,5.0,0.06476,0.04329,0.78944,0.0038
6,222.0,6.0,0.07057,0.04059,0.69795,0.03303
7,222.0,7.0,0.14735,0.04768,0.11085,0.02057
8,222.0,8.0,0.08884,0.05342,0.45668,0.28316
9,222.0,9.0,0.13083,0.03118,0.77295,0.01014
10,222.0,10.0,0.15088,0.06407,0.61171,0.10489
1,223.0,1.0,0.0393,0.00687,0.41038,0.26308
2,223.0,2.0,0.04123,0.0156,0.44514,0.00489
3,223.0,3.0,0.08208,0.01217,0.13561,0.12584
4,223.0,4.0,0.0655,0.04913,0.54435,0.04658
5,223.0,5.0,0.10279,0.01801,0.57772,0.01277
6,223.0,6.0,0.09719,0.02611,0.93392,0.20856
7,223.0,7.0,0.09275,0.05113,0.65362,0.05627
8,223.0,8.0,0.13221,0.00463,0.30938,0.05805
9,223.0,9.0,0.1198,0.04587,0.11726,0.09232
10,223.0,10.0,0.15324,0.09108,0.20095,0.01074
1,224.0,1.0,0.00887,0.00795,0.60259,0.07758
2,224.0,2.0,0.03951,0.0104,0.49845,0.00831
3,224.0,3.0,0.05763,0.00555,0.79107,0.00767
4,224.0,4.0,0.0806,0.01587,0.82581,0.14117
5,224.0,5.0,0.10205,0.0204,0.43505,0.10819
6,224.0,6.0,0.10202,0.03944,0.5662,0.0817
7,224.0,7.0,0.13316,0.03278,0.32259,0.00282
8,224.0,8.0,0.11119,0.01423,0.02476,0.0176
9,224.0,9.0,0.16054,0.04997,0.0573,0.09987
10,224.0,10.0,0.20246,0.05466,0.50256,0.0201
1,225.0,1.0,0.05125,0.00917,0.54753,0.36376
2,225.0,2.0,0.06771,0.00282,0.48081,0.01806
3,225.0,3.0,0.02481,0.01291,0.80071,0.33384
4,225.0,4.0,0.0451,0.02206,0.12081,0.16762
5,225.0,5.0,0.07335,0.00905,0.72628,0.04436
6,225.0,6.0,0.11204,0.02231,0.38469,0.00352
7,225.0,7.0,0.11755,0.07338,0.20374,0.10158
8,225.0,8.0,0.05317,0.03373,0.02827,0.04328
9,225.0,9.0,0.15236,0.0268,0.95597,0.08858
10,225.0,10.0,0.16829,0.06765,0.03801,0.24392
1,226.0,1.0,0.06257,0.0125,0.42471,0.00846
2,226.0,2.0,0.11619,0.00626,0.25579,0.00423
3,226.0,3.0,0.04973,0.00896,0.44323,0.30889
4,226.0,4.0,0.04661,0.03238,0.78085,0.06182
5,226.0,5.0,0.14591,0.03118,0.94492,0.03949
6,226.0,6.0,0.13813,0.02284,0.10276,0.0785
7,226.0,7.0,0.08743,0.01387,0.19547,0.01982
8,226.0,8.0,0.06063,0.026,0.14937,0.12068
9,226.0,9.0,0.15817,0.04149,0.74418,0.00204
10,226.0,10.0,0.16453,0.05287,0.01823,0.33183
1,227.0,1.0,0.03658,0.01178,0.37459,0.00448
2,227.0,2.0,0.05938,0.00095,0.14167,0.02457
3,227.0,3.0,0.03389,0.00855,0.56148,0.07904
4,227.0,4.0,0.05398,0.00908,0.88172,0.05587
5,227.0,5.0,0.03532,0.02198,0.6927,0.01509
6,227.0,6.0,0.10191,0.03131,0.25736,0.00776
7,227.0,7.0,0.09944,0.02619,0.96207,0.19613
8,227.0,8.0,0.13169,0.04062,0.43703,0.14745
9,227.0,9.0,0.13635,0.04347,0.00318,0.13568
10,227.0,10.0,0.16994,0.07453,0.4574,0.32329
1,228.0,1.0,0.06703,0.00528,0.60141,0.03111
2,228.0,2.0,0.04027,0.02764,0.32086,0.04545
3,228.0,3.0,0.02323,0.01655,0.53922,0.04486
4,228.0,4.0,0.06629,0.01985,0.01131,0.00206
5,228.0,5.0,0.09782,0.04696,0.41726,0.00614
6,228.0,6.0,0.13166,0.03458,0.42494,0.00227
7,228.0,7.0,0.16014,0.05143,0.83597,0.00411
8,228.0,8.0,0.15451,0.01937,0.17374,0.13518
9,228.0,9.0,0.12948,0.0028,0.67544,0.02221
10,228.0,10.0,0.14877,0.04513,0.13423,0.10281
1,229.0,1.0,0.07856,0.01771,0.71868,0.00444
2,229.0,2.0,0.07007,0.01971,0.62347,0.07806
3,229.0,3.0,0.10291,0.02939,0.45695,0.03562
4,229.0,4.0,0.03137,0.02571,0.88741,0.15217
5,229.0,5.0,0.03483,0.02686,0.23109,0.31873
6,229.0,6.0,0.08045,0.03271,0.89449,0.00331
7,229.0,7.0,0.09622,0.04723,0.56818,0.01612
8,229.0,8.0,0.15273,0.04068,0.58418,0.05043
9,229.0,9.0,0.12149,0.03753,0.20056,0.00317
10,229.0,10.0,0.21113,0.06543,0.76424,0.05577
1,230.0,1.0,0.03488,0.00327,0.20487,0.40549
2,230.0,2.0,0.0441,0.03559,0.92417,0.01697
3,230.0,3.0,0.04503,0.04456,0.57113,0.12257
4,230.0,4.0,0.0708,0.04616,0.31606,0.00489
5,230.0,5.0,0.05407,0.00713,0.77659,0.09292
6,230.0,6.0,0.13146,0.01674,0.95363,0.18155
7,230.0,7.0,0.11061,0.0296,0.63926,0.13075
8,230.0,8.0,0.13951,0.04564,0.42371,0.33673
9,230.0,9.0,0.14035,0.07057,0.10346,0.17298
10,230.0,10.0,0.23491,0.04757,0.40323,0.01162
1,231.0,1.0,0.04091,0.00561,0.71139,0.01042
2,231.0,2.0,0.04426,0.01399,0.9107,0.02669
3,231.0,3.0,0.11547,0.01729,0.48397,0.00833
4,231.0,4.0,0.08404,0.03096,0.69937,0.00244
5,231.0,5.0,0.12691,0.03326,0.01234,0.31348
6,231.0,6.0,0.11564,0.03869,0.14174,0.04068
7,231.0,7.0,0.08523,0.04052,0.14414,0.04113
8,231.0,8.0,0.14341,0.02367,0.9377,0.15247
9,231.0,9.0,0.09979,0.05946,0.15251,0.00788
10,231.0,10.0,0.19504,0.04255,0.17124,0.03741
1,232.0,1.0,0.02125,0.01848,0.85648,0.23292
2,232.0,2.0,0.08397,0.02938,0.35751,0.02907
3,232.0,3.0,0.07187,0.00046,0.20946,0.19251
4,232.0,4.0,0.16557,0.02033,0.26894,0.00254
5,232.0,5.0,0.10144,0.01317,0.01006,0.01221
6,232.0,6.0,0.08386,0.02085,0.15888,0.37208
7,232.0,7.0,0.09601,0.03828,0.39429,0.01738
8,232.0,8.0,0.14934,0.0471,0.22527,0.06352
9,232.0,9.0,0.12529,0.05397,0.91068,0.013
10,232.0,10.0,0.19425,0.04835,0.04193,0.21099
1,233.0,1.0,0.06432,0.00306,0.37857,0.06294
2,233.0,2.0,0.07485,0.00132,0.74383,0.02856
3,233.0,3.0,0.04463,0.03036,0.05906,0.01182
4,233.0,4.0,0.04338,0.01804,0.76742,0.4914
5,233.0,5.0,0.04156,0.00947,0.03308,0.14372
6,233.0,6.0,0.11469,0.03517,0.4095,0.03728
7,233.0,7.0,0.11395,0.02652,0.27124,0.07617
8,233.0,8.0,0.08713,0.05612,0.8364,0.49732
9,233.0,9.0,0.17576,0.04687,0.6962,0.00776
10,233.0,10.0,0.11457,0.06149,0.89802,0.01971
1,234.0,1.0,0.03871,0.00613,0.76598,0.12823
2,234.0,2.0,0.03559,0.00932,0.29114,0.01885
3,234.0,3.0,0.01939,0.01719,0.98019,0.05318
4,234.0,4.0,0.1102,0.02713,0.27748,0.36837
5,234.0,5.0,0.09925,0.01427,0.77233,0.07105
6,234.0,6.0,0.08183,0.01728,0.85569,0.20587
7,234.0,7.0,0.15438,0.02,0.89404,0.01711
8,234.0,8.0,0.07764,0.05751,0.81126,0.00808
9,234.0,9.0,0.16109,0.04929,0.68271,0.04938
10,234.0,10.0,0.15644,0.05391,0.24804,0.27118
1,235.0,1.0,0.0233,0.01118,0.08981,0.28546
2,235.0,2.0,0.03661,0.01361,0.99076,0.02199
3,235.0,3.0,0.05327,0.02914,0.84066,0.11185
4,235.0,4.0,0.04294,0.0235,0.62554,0.45274
5,235.0,5.0,0.05593,0.0172,0.66714,0.14884
6,235.0,6.0,0.05302,0.00386,0.88276,0.2265
7,235.0,7.0,0.15341,0.05166,0.00951,0.038
8,235.0,8.0,0.1532,0.02051,0.28085,0.14402
9,235.0,9.0,0.16132,0.04055,0.65408,0.19174
10,235.0,10.0,0.13094,0.06388,0.31284,0.17121
1,236.0,1.0,0.03728,0.00821,0.77421,0.21207
2,236.0,2.0,0.06423,0.00181,0.99308,0.02875
3,236.0,3.0,0.10551,0.02886,0.78334,0.17993
4,236.0,4.0,0.13355,0.04545,0.77621,0.10486
5,236.0,5.0,0.05339,0.03547,0.94152,0.00209
6,236.0,6.0,0.10023,0.01632,0.56953,0.04792
7,236.0,7.0,0.11214,0.02322,0.8365,0.02654
8,236.0,8.0,0.10538,0.04133,0.24459,0.49944
9,236.0,9.0,0.13119,0.03348,0.45888,0.01802
10,236.0,10.0,0.15448,0.07569,0.06371,0.42604
1,237.0,1.0,0.04926,0.00379,0.49673,0.33792
2,237.0,2.0,0.01819,0.00438,0.49661,0.23696
3,237.0,3.0,0.02361,0.0052,0.40498,0.1068
4,237.0,4.0,0.02858,0.02076,0.12983,0.23031
5,237.0,5.0,0.01386,0.00356,0.85897,0.13223
6,237.0,6.0,0.10637,0.00692,0.07923,0.02958
7,237.0,7.0,0.08163,0.0388,0.48031,0.00367
8,237.0,8.0,0.11789,0.02736,0.51537,0.00489
9,237.0,9.0,0.08811,0.04242,0.04388,0.00372
10,237.0,10.0,0.18036,0.05075,0.47953,0.45589
1,238.0,1.0,0.06067,0.00571,0.27968,0.00228
2,238.0,2.0,0.05584,0.03112,0.98518,0.00208
3,238.0,3.0,0.03894,0.0024,0.85986,0.10477
4,238.0,4.0,0.05653,0.00363,0.57736,0.10948
5,238.0,5.0,0.03762,0.03455,0.31319,0.00535
6,238.0,6.0,0.10504,0.02808,0.79247,0.01398
7,238.0,7.0,0.10078,0.03274,0.88444,0.06056
8,238.0,8.0,0.12369,0.04062,0.4724,0.01882
9,238.0,9.0,0.14906,0.03074,0.78306,0.01002
10,238.0,10.0,0.17233,0.04873,0.17768,0.00584
1,239.0,1.0,0.05142,0.015,0.87202,0.07055
2,239.0,2.0,0.08824,0.00556,0.22357,0.00328
3,239.0,3.0,0.04541,0.02103,0.05388,0.06307
4,239.0,4.0,0.07934,0.03092,0.26085,0.00793
5,239.0,5.0,0.06518,0.00624,0.331,0.0547
6,239.0,6.0,0.09579,0.02899,0.42514,0.00734
7,239.0,7.0,0.0966,0.03582,0.42818,0.37199
8,239.0,8.0,0.11464,0.03722,0.5887,0.03405
9,239.0,9.0,0.1241,0.04827,0.80982,0.01712
10,239.0,10.0,0.10862,0.04748,0.60682,0.00333
1,240.0,1.0,0.02507,0.01345,0.60659,0.0022
2,240.0,2.0,0.02784,0.02468,0.08407,0.00829
3,240.0,3.0,0.03873,0.01818,0.56131,0.29027
4,240.0,4.0,0.08361,0.02054,0.45185,0.00296
5,240.0,5.0,0.02293,0.0204,0.83422,0.00614
6,240.0,6.0,0.13341,0.04184,0.7428,0.00983
7,240.0,7.0,0.07312,0.02979,0.89829,0.00599
8,240.0,8.0,0.1315,0.02539,0.35619,0.03545
